Student_ID,Gender,Attendance_Rate,Study_Hours_per_Week,Physics,Maths,Biology,Chemistry,Past_Exam_Scores,Final_Exam_Score,Pass_Fail
S3007,Male,56.98472944,20,70,44,97,52,58,54,Pass
S3008,Female,97.69134056,37,72,82,89,79,90,85,Pass
S3009,Female,70.7486532,16,48,42,87,89,96,80,Pass
S3010,Female,89.82691617,26,89,40,45,75,91,76,Pass
S3011,Female,96.50754867,12,42,40,31,92,70,57,Pass
S3012,Male,61.95196523,24,78,61,63,78,68,62,Pass
S3013,Male,63.07507386,37,54,90,53,80,99,77,Pass
S3014,Female,50.90193735,28,68,40,51,98,78,56,Pass
S3015,Female,59.15671849,31,30,41,59,68,73,61,Pass
S3016,Male,75.71359738,37,33,60,47,82,88,65,Pass
S3017,Female,98.98991222,38,64,66,84,64,54,65,Pass
S3018,Female,54.35764679,21,49,75,42,84,65,49,Fail
S3019,Female,79.27301531,37,43,71,60,51,76,62,Pass
S3020,Female,80.78890036,20,48,81,50,40,87,78,Pass
S3021,Female,83.01400103,31,66,50,65,87,94,69,Pass
S3022,Male,96.92866093,28,57,92,87,83,74,76,Pass
S3023,Male,81.49166853,17,94,74,42,68,93,80,Pass
S3024,Male,88.79070104,15,61,93,53,42,81,70,Pass
S3025,Male,69.94293479,29,99,66,48,61,77,68,Pass
S3026,Male,97.05172296,22,50,39,61,67,91,77,Pass
S3027,Male,88.27627349,16,78,81,38,91,51,49,Fail
S3028,Female,88.53587234,22,95,47,47,96,75,60,Pass
S3029,Male,95.62139048,11,54,84,62,63,91,77,Pass
S3030,Female,66.06869774,27,43,87,92,60,78,70,Pass
S3031,Male,51.53198459,18,72,75,83,31,99,82,Pass
S3032,Female,88.75808437,34,70,88,76,79,59,69,Pass
S3033,Male,90.41657488,18,43,34,97,76,53,52,Pass
S3034,Female,89.09270661,11,66,41,78,65,75,65,Pass
S3035,Male,94.64801753,15,32,33,94,99,64,68,Pass
S3036,Male,67.73153742,24,94,36,91,50,52,54,Pass
S3037,Male,53.45585029,35,49,59,82,62,76,62,Pass
S3038,Male,62.51016546,37,47,67,99,39,94,84,Pass
S3039,Female,51.96129882,12,78,30,88,94,58,65,Pass
S3040,Male,91.3717292,35,30,63,30,98,88,80,Pass
S3041,Female,61.2546639,28,81,35,71,55,71,59,Pass
S3042,Female,50.19108198,28,67,89,32,79,61,48,Fail
S3043,Female,96.62858593,19,71,58,91,89,83,69,Pass
S3044,Male,63.24440013,19,99,97,44,81,68,60,Pass
S3045,Female,68.64828478,37,33,48,45,36,60,61,Pass
S3046,Male,60.01476225,16,39,82,61,30,66,59,Pass
S3047,Female,54.1087328,32,69,80,74,72,78,73,Pass
S3048,Male,74.0015659,16,75,74,48,45,56,64,Pass
S3049,Female,80.82483396,15,97,46,40,32,76,69,Pass
S3050,Female,67.0642599,30,75,54,42,94,60,65,Pass
S3051,Female,73.40701586,29,77,30,43,88,53,48,Fail
S3052,Female,69.73036663,30,34,36,41,40,78,66,Pass
S3053,Female,96.8509537,36,76,78,90,68,53,63,Pass
S3054,Male,95.78000033,32,61,67,74,81,82,78,Pass
S3055,Male,96.55919268,15,70,51,75,73,65,55,Pass
S3056,Female,73.50305135,11,30,51,59,43,88,67,Pass
S3057,Female,79.50854304,18,65,82,78,67,92,70,Pass
S3058,Male,73.43843221,18,89,77,76,42,89,72,Pass
S3059,Male,96.2428382,33,78,41,50,39,58,61,Pass
S3060,Female,81.49242199,24,81,69,34,48,89,77,Pass
S3061,Male,57.99459954,28,94,87,56,80,66,70,Pass
S3062,Male,55.08477682,29,73,67,47,75,54,48,Fail
S3063,Male,50.52616895,15,41,91,63,52,93,63,Pass
S3064,Male,78.80834804,23,63,30,35,76,52,41,Fail
S3065,Female,50.54448674,27,47,56,70,34,69,58,Pass
S3066,Female,68.79006581,14,96,87,66,88,95,76,Pass
S3067,Female,59.43341312,35,30,69,86,55,60,55,Pass
S3068,Female,52.55945224,28,98,40,63,48,61,64,Pass
S3069,Female,85.87294185,38,63,94,52,39,99,81,Pass
S3070,Female,63.12350932,23,68,71,76,57,88,74,Pass
S3071,Female,84.26027943,35,64,94,99,51,50,69,Pass
S3072,Male,55.17327494,33,54,59,86,94,59,50,Pass
S3073,Female,67.49646529,26,94,30,58,62,61,63,Pass
S3074,Female,66.7734408,22,64,87,76,97,86,74,Pass
S3075,Female,99.79250247,16,44,66,69,42,50,56,Pass
S3076,Male,91.53510371,29,60,32,60,44,64,56,Pass
S3077,Female,57.2470303,18,70,94,62,89,75,61,Pass
S3078,Male,78.48547523,32,44,46,60,62,54,59,Pass
S3079,Female,88.63823968,31,74,90,41,52,73,75,Pass
S3080,Male,92.00457753,16,92,89,88,63,98,75,Pass
S3081,Female,89.6246102,18,95,85,46,81,71,77,Pass
S3082,Female,98.69184047,29,51,52,66,85,84,76,Pass
S3083,Female,88.86538366,20,43,75,46,57,59,58,Pass
S3084,Male,89.26121093,32,72,47,92,47,94,75,Pass
S3085,Female,56.57930854,15,58,63,83,84,90,75,Pass
S3086,Female,99.32840221,13,90,93,87,70,90,83,Pass
S3087,Male,87.24217302,30,65,70,72,45,93,81,Pass
S3088,Female,72.72935902,35,70,79,55,62,81,73,Pass
S3089,Female,91.86050911,37,57,56,57,68,99,75,Pass
S3090,Female,64.33805411,27,79,38,59,56,59,62,Pass
S3091,Male,71.82437812,28,84,69,89,72,67,63,Pass
S3092,Male,67.72128444,25,58,91,52,68,80,63,Pass
S3093,Female,85.04418521,35,45,73,63,62,63,55,Pass
S3094,Female,61.34087649,23,37,44,46,68,85,68,Pass
S3095,Male,85.02812857,30,60,87,32,34,69,71,Pass
S3096,Female,94.16609422,22,76,47,30,41,71,69,Pass
S3097,Female,66.20984981,32,97,99,49,81,65,59,Pass
S3098,Female,74.65277122,29,82,56,88,67,75,63,Pass
S3099,Female,53.288985,32,94,63,32,51,81,61,Pass
S3100,Male,59.06667795,37,39,63,59,50,83,72,Pass
S3101,Male,59.88921633,12,39,30,59,33,91,65,Pass
S3102,Male,52.04277143,34,84,39,75,95,56,68,Pass
S3103,Female,97.6915083,15,43,85,39,88,93,70,Pass
S3104,Male,96.73326341,29,85,73,34,63,60,71,Pass
S3105,Male,82.02011061,32,73,60,84,94,75,69,Pass
S3106,Female,74.747852,12,36,37,38,57,87,64,Pass
S3107,Male,63.52556359,35,95,45,44,96,50,51,Pass
S3108,Female,70.83934941,11,65,56,49,85,62,57,Pass
S3109,Female,83.52380041,36,72,82,89,44,58,64,Pass
S3110,Male,55.71837796,12,41,53,31,36,72,53,Pass
S3111,Male,88.71857804,18,82,76,49,92,50,64,Pass
S3112,Female,58.1720026,26,60,47,40,67,95,70,Pass
S3113,Male,84.55380373,27,36,54,81,37,54,61,Pass
S3114,Female,85.12331698,14,84,88,35,41,53,49,Fail
S3115,Female,97.81805467,34,90,87,43,88,58,74,Pass
S3116,Female,97.10371338,12,72,44,44,88,65,65,Pass
S3117,Male,92.51305874,16,37,74,84,54,92,75,Pass
S3118,Female,83.65273097,24,99,73,36,54,75,60,Pass
S3119,Male,77.82431704,15,38,39,95,50,64,47,Fail
S3120,Female,54.59955614,14,74,40,31,96,55,52,Pass
S3121,Male,72.34136909,28,48,47,94,89,81,66,Pass
S3122,Female,93.76535096,36,94,70,62,97,66,61,Pass
S3123,Male,86.4498599,11,67,40,66,75,91,66,Pass
S3124,Female,69.57138954,26,57,46,35,53,60,59,Pass
S3125,Male,65.01843989,18,33,99,97,41,52,52,Pass
S3126,Male,74.0953628,31,93,53,31,64,53,51,Pass
S3127,Female,51.47371899,30,88,47,76,77,67,72,Pass
S3128,Male,99.22443511,37,50,46,92,71,98,77,Pass
S3129,Female,51.41705633,21,91,45,52,47,98,72,Pass
S3130,Female,94.62661887,37,70,81,55,36,69,57,Pass
S3131,Female,73.02324607,31,56,31,73,58,84,69,Pass
S3132,Female,60.86737936,36,48,67,42,41,51,50,Pass
S3133,Female,98.25814951,26,52,34,35,86,69,70,Pass
S3134,Female,59.45020104,15,72,64,81,30,70,63,Pass
S3135,Female,56.81135901,10,54,82,99,99,92,72,Pass
S3136,Female,67.37605785,28,65,62,73,62,76,73,Pass
S3137,Female,55.06422668,18,42,73,87,40,61,48,Fail
S3138,Female,92.11146688,22,64,62,35,49,68,61,Pass
S3139,Male,76.7733639,14,45,70,89,83,97,75,Pass
S3140,Male,85.02993385,34,89,50,68,73,73,74,Pass
S3141,Male,67.44267753,35,36,97,49,70,55,51,Pass
S3142,Female,63.87386527,13,88,69,33,48,94,77,Pass
S3143,Male,74.25816856,34,55,71,76,38,62,60,Pass
S3144,Male,65.958859,16,91,32,54,35,54,60,Pass
S3145,Female,56.5191615,36,87,88,41,41,74,74,Pass
S3146,Female,81.96273638,30,36,46,39,91,83,77,Pass
S3147,Female,85.56553272,26,43,88,74,66,99,85,Pass
S3148,Female,95.52800797,32,87,76,55,49,77,71,Pass
S3149,Female,95.83367488,30,41,76,88,60,53,61,Pass
S3150,Female,89.28031018,37,77,97,39,98,95,88,Pass
S3151,Female,50.48749622,23,77,58,42,93,79,67,Pass
S3152,Male,77.49195273,11,75,88,94,64,58,52,Pass
S3153,Female,59.86233684,14,61,82,77,51,76,72,Pass
S3154,Male,64.08675139,13,66,53,89,85,51,63,Pass
S3155,Female,92.24486044,37,95,38,37,71,95,69,Pass
S3156,Female,69.76234862,36,36,77,52,48,66,59,Pass
S3157,Male,70.31917467,22,98,70,50,30,64,68,Pass
S3158,Female,57.43799354,27,87,86,45,45,93,68,Pass
S3159,Female,70.20833037,12,91,32,67,93,84,66,Pass
S3160,Male,54.42987408,35,46,97,31,97,79,71,Pass
S3161,Female,70.33757457,22,78,73,80,72,59,53,Pass
S3162,Male,82.04638387,26,79,88,60,74,75,60,Pass
S3163,Female,58.3331559,32,48,35,80,79,73,72,Pass
S3164,Male,65.82499746,15,44,96,95,38,65,65,Pass
S3165,Male,90.3222022,27,74,81,48,65,60,64,Pass
S3166,Male,95.18015229,20,32,67,43,88,63,51,Pass
S3167,Female,77.90889318,29,50,40,50,77,70,63,Pass
S3168,Male,56.05921982,28,51,75,65,86,69,71,Pass
S3169,Male,89.29260972,12,71,32,90,30,87,76,Pass
S3170,Male,51.14890163,37,70,67,45,82,75,63,Pass
S3171,Male,69.46130374,21,52,43,74,37,79,61,Pass
S3172,Male,86.24059328,35,65,89,40,73,84,82,Pass
S3173,Female,54.91539104,29,93,78,96,58,88,85,Pass
S3174,Male,90.10567876,16,58,78,31,47,53,58,Pass
S3175,Male,88.07298815,28,71,76,36,77,55,68,Pass
S3176,Male,97.0584112,19,77,51,90,91,70,59,Pass
S3177,Male,83.30179781,15,74,92,67,96,54,59,Pass
S3178,Male,93.88712394,26,45,84,93,72,61,54,Pass
S3179,Female,93.66022622,34,71,95,67,91,84,75,Pass
S3180,Female,53.20982271,12,71,79,37,78,97,75,Pass
S3181,Female,62.62970722,26,65,50,33,69,71,68,Pass
S3182,Female,62.88799204,34,37,76,97,64,71,62,Pass
S3183,Male,99.09799508,33,73,92,39,73,53,52,Pass
S3184,Female,56.33030622,19,82,46,68,40,83,63,Pass
S3185,Male,80.57247273,10,33,84,87,44,87,75,Pass
S3186,Female,62.77773735,35,49,59,33,41,96,72,Pass
S3187,Female,56.79213592,20,98,89,66,81,97,79,Pass
S3188,Female,60.90191699,17,45,49,52,69,61,49,Fail
S3189,Female,75.20684617,29,42,40,69,85,69,59,Pass
S3190,Male,60.80587182,35,77,93,31,44,68,64,Pass
S3191,Female,58.76192209,34,97,87,55,69,86,81,Pass
S3192,Male,58.02437603,21,30,89,90,38,86,60,Pass
S3193,Male,99.10353008,22,84,54,51,98,69,68,Pass
S3194,Male,50.26734171,35,64,41,63,72,58,49,Fail
S3195,Male,79.25471004,26,71,38,77,87,63,52,Pass
S3196,Male,65.77808181,24,56,68,45,97,67,63,Pass
S3197,Male,72.25045831,21,44,56,87,89,91,73,Pass
S3198,Female,81.29296992,15,74,69,72,94,51,55,Pass
S3199,Male,73.080687,22,88,56,32,96,95,68,Pass
S3200,Female,70.6294663,28,57,62,52,32,81,73,Pass
S3201,Male,81.52181799,34,32,93,62,58,67,54,Pass
S3202,Male,66.12392294,30,66,81,91,47,94,78,Pass
S3203,Male,63.97119841,38,45,31,82,45,97,77,Pass
S3204,Male,64.75551213,10,76,72,40,66,72,64,Pass
S3205,Male,65.73069357,36,30,81,53,37,92,79,Pass
S3206,Female,65.04233382,30,66,70,59,82,97,77,Pass
S3207,Male,61.71845239,36,39,32,90,62,65,54,Pass
S3208,Male,82.59046251,37,89,46,65,80,65,70,Pass
S3209,Female,91.97037741,12,51,33,83,72,56,52,Pass
S3210,Female,90.12309721,30,95,42,89,36,96,73,Pass
S3211,Male,61.84921116,27,75,98,60,31,86,68,Pass
S3212,Female,68.05730594,25,94,61,96,74,95,81,Pass
S3213,Male,79.23299682,24,32,65,93,83,81,74,Pass
S3214,Male,57.14477786,14,52,92,40,66,80,62,Pass
S3215,Female,83.28194361,35,62,64,79,51,84,79,Pass
S3216,Male,53.44669347,15,44,56,32,53,97,67,Pass
S3217,Female,84.30419401,38,56,93,72,36,63,65,Pass
S3218,Female,61.85352664,13,93,32,50,94,74,69,Pass
S3219,Male,58.01781891,25,37,59,86,74,61,63,Pass
S3220,Female,64.63840915,10,66,68,38,60,86,59,Pass
S3221,Female,79.26017633,12,74,81,64,32,95,78,Pass
S3222,Female,85.05951148,28,36,80,62,67,53,48,Fail
S3223,Female,58.14642987,29,86,45,74,93,70,60,Pass
S3224,Male,56.89468801,15,88,89,92,90,61,73,Pass
S3225,Female,51.50428223,21,96,79,34,94,93,81,Pass
S3226,Female,66.16341971,33,32,42,83,72,53,57,Pass
S3227,Female,87.92128269,24,83,79,84,50,64,70,Pass
S3228,Male,64.55376994,15,83,40,63,61,94,73,Pass
S3229,Male,88.67734572,32,43,90,34,45,65,57,Pass
S3230,Male,62.5469154,12,80,55,52,82,85,71,Pass
S3231,Female,72.37390432,24,73,57,50,48,71,54,Pass
S3232,Female,93.95752683,15,85,60,81,91,74,66,Pass
S3233,Male,55.88719414,21,44,58,73,30,99,73,Pass
S3234,Male,88.80140629,24,73,58,61,81,57,62,Pass
S3235,Female,74.17214005,31,38,36,61,94,62,53,Pass
S3236,Female,57.31946023,14,69,79,61,32,74,71,Pass
S3237,Male,70.09948252,16,66,49,77,30,70,70,Pass
S3238,Male,92.311626,29,91,40,74,49,63,54,Pass
S3239,Male,83.52339336,30,51,56,44,76,92,78,Pass
S3240,Male,58.4165096,25,34,39,60,78,73,62,Pass
S3241,Female,95.81323891,36,54,78,78,68,69,67,Pass
S3242,Male,79.90845165,10,58,88,55,87,70,67,Pass
S3243,Male,55.30794989,27,49,88,42,55,70,61,Pass
S3244,Female,92.38906984,27,43,60,45,65,55,52,Pass
S3245,Female,71.95380807,37,45,75,91,67,88,66,Pass
S3246,Female,97.85481625,26,71,44,55,96,93,71,Pass
S3247,Female,88.84386933,14,63,96,95,81,66,77,Pass
S3248,Male,80.03230986,28,42,88,38,30,72,61,Pass
S3249,Female,52.03326044,18,80,85,51,48,61,50,Pass
S3250,Female,83.94055964,25,88,87,49,51,59,64,Pass
S3251,Female,75.76207406,32,78,95,71,37,99,83,Pass
S3252,Female,62.99205155,25,52,50,32,48,70,54,Pass
S3253,Female,72.2831341,20,44,73,55,67,52,58,Pass
S3254,Female,86.84454661,33,94,66,46,87,64,70,Pass
S3255,Female,95.57029654,22,84,67,84,49,73,79,Pass
S3256,Female,61.383973,21,70,39,89,60,57,52,Pass
S3257,Male,70.02747487,23,99,81,80,61,59,72,Pass
S3258,Male,73.08060377,10,30,78,72,56,89,79,Pass
S3259,Male,98.66995917,17,69,54,64,59,62,52,Pass
S3260,Female,89.86108359,25,35,71,81,46,71,57,Pass
S3261,Male,96.5572552,36,49,52,84,46,92,69,Pass
S3262,Male,81.25347939,20,67,67,69,69,66,73,Pass
S3263,Male,85.05457301,34,53,91,46,85,92,81,Pass
S3264,Male,99.16693818,32,74,62,50,93,93,86,Pass
S3265,Female,62.75307312,35,62,43,51,92,88,80,Pass
S3266,Female,59.56581878,10,94,52,53,41,83,73,Pass
S3267,Female,90.56396143,14,90,43,91,37,64,58,Pass
S3268,Male,95.47488947,18,80,41,88,74,67,60,Pass
S3269,Male,58.94317335,34,43,74,79,55,54,45,Fail
S3270,Female,59.83192061,11,76,33,94,33,77,67,Pass
S3271,Female,63.08513006,36,54,55,42,40,95,66,Pass
S3272,Female,79.06094299,17,51,79,35,40,59,45,Fail
S3273,Male,50.98786701,36,75,54,55,99,80,71,Pass
S3274,Female,61.59036703,18,45,40,58,39,59,47,Fail
S3275,Male,65.07046187,15,48,95,64,70,76,75,Pass
S3276,Male,78.57154425,13,37,98,82,86,82,67,Pass
S3277,Male,65.0817604,36,96,31,79,40,91,69,Pass
S3278,Female,75.15923246,28,57,40,47,78,78,57,Pass
S3279,Male,72.01340197,18,72,67,70,48,54,51,Pass
S3280,Female,88.4071899,19,66,42,43,48,83,69,Pass
S3281,Female,65.13686543,28,65,52,62,80,65,61,Pass
S3282,Female,68.59563041,28,94,86,46,68,68,70,Pass
S3283,Male,70.85705241,12,58,81,40,79,51,60,Pass
S3284,Female,97.44126371,10,69,92,88,44,99,90,Pass
S3285,Male,62.62817393,25,34,59,37,42,90,67,Pass
S3286,Female,77.1981009,25,80,38,64,38,79,73,Pass
S3287,Female,78.61997862,16,66,50,91,41,89,73,Pass
S3288,Male,54.70424581,36,83,62,89,88,68,60,Pass
S3289,Male,78.00974949,31,64,36,38,76,67,64,Pass
S3290,Female,92.06402096,27,56,52,86,45,95,71,Pass
S3291,Male,90.7447059,26,66,74,73,80,55,65,Pass
S3292,Male,92.99958809,35,55,76,88,34,97,79,Pass
S3293,Male,78.77534464,12,66,66,98,83,61,59,Pass
S3294,Female,79.2095103,17,84,80,55,56,96,71,Pass
S3295,Male,88.79826186,37,62,68,92,53,87,76,Pass
S3296,Male,62.19329006,10,65,66,98,69,84,62,Pass
S3297,Female,67.71858981,20,63,87,99,89,52,69,Pass
S3298,Male,91.4645382,10,67,91,88,68,62,58,Pass
S3299,Male,82.41027877,10,40,66,41,76,54,58,Pass
S3300,Female,67.77942593,31,61,52,92,47,70,67,Pass
S3301,Male,68.39946491,26,60,50,38,30,73,62,Pass
S3302,Male,73.0686281,29,33,81,37,70,86,75,Pass
S3303,Female,79.05419274,34,73,83,32,43,54,54,Pass
S3304,Male,50.38203963,14,65,62,44,68,98,76,Pass
S3305,Female,68.0851054,28,35,69,41,55,52,56,Pass
S3306,Male,93.09222092,24,36,57,42,96,54,58,Pass
S3307,Male,53.29732789,24,72,72,63,33,64,59,Pass
S3308,Male,84.96114186,11,69,79,90,67,87,68,Pass
S3309,Male,94.03229601,37,53,36,40,36,94,66,Pass
S3310,Female,83.1872757,19,53,41,78,66,67,64,Pass
S3311,Female,53.93304969,13,91,70,93,70,89,81,Pass
S3312,Male,98.79073696,25,38,84,57,60,82,72,Pass
S3313,Female,82.02441558,12,57,58,81,51,65,66,Pass
S3314,Female,73.32835439,33,62,88,83,90,79,67,Pass
S3315,Male,63.84976584,12,97,97,50,54,58,60,Pass
S3316,Female,80.51554522,20,77,68,42,81,72,60,Pass
S3317,Male,68.24641124,30,47,59,89,49,85,68,Pass
S3318,Male,88.31400078,38,69,48,92,80,89,72,Pass
S3319,Female,94.3606789,29,72,40,51,92,50,58,Pass
S3320,Male,73.38416281,15,96,83,98,49,56,57,Pass
S3321,Female,55.51891544,11,73,82,61,30,75,58,Pass
S3322,Female,85.40888367,15,94,93,77,89,68,63,Pass
S3323,Male,71.11651262,21,55,80,81,93,98,87,Pass
S3324,Male,57.51037163,36,88,45,89,42,97,80,Pass
S3325,Male,78.78832473,16,33,34,33,31,51,41,Fail
S3326,Male,82.67622203,14,38,75,61,73,72,68,Pass
S3327,Female,93.77218311,33,30,39,80,42,81,77,Pass
S3328,Female,53.47405379,19,72,43,65,72,76,60,Pass
S3329,Female,73.28331722,21,82,65,67,78,68,64,Pass
S3330,Female,61.77771895,30,83,58,48,93,59,51,Pass
S3331,Female,90.37274328,29,83,50,81,63,50,49,Fail
S3332,Male,57.9874812,26,83,69,74,45,50,63,Pass
S3333,Male,87.38307542,10,57,52,36,53,56,44,Fail
S3334,Female,63.61240361,14,66,99,37,97,68,59,Pass
S3335,Male,83.98569666,23,62,90,59,71,69,61,Pass
S3336,Female,92.72696856,13,90,56,71,33,78,72,Pass
S3337,Male,84.63929211,22,41,86,82,96,65,56,Pass
S3338,Female,55.02149592,11,76,66,62,60,91,66,Pass
S3339,Female,62.78478184,22,75,98,39,59,74,65,Pass
S3340,Female,87.78557323,13,35,39,52,52,53,50,Pass
S3341,Male,99.50193381,15,76,61,46,81,77,71,Pass
S3342,Male,73.80717272,18,80,49,40,56,60,61,Pass
S3343,Male,79.37104078,30,55,40,39,32,78,68,Pass
S3344,Male,58.99126646,13,65,99,58,77,78,76,Pass
S3345,Female,58.1567325,11,50,89,84,39,69,59,Pass
S3346,Male,78.97178517,25,71,45,30,92,96,82,Pass
S3347,Male,89.77136109,10,52,35,48,71,63,65,Pass
S3348,Female,76.71631676,12,91,92,95,90,90,84,Pass
S3349,Male,99.23055295,12,92,64,67,30,96,78,Pass
S3350,Male,80.44316007,19,94,45,39,84,68,69,Pass
S3351,Male,51.83592327,24,82,70,39,45,77,58,Pass
S3352,Female,64.94073842,18,97,97,68,65,55,65,Pass
S3353,Female,55.70397795,26,54,35,69,35,78,62,Pass
S3354,Female,78.55329204,32,45,83,60,54,96,67,Pass
S3355,Male,59.12259064,14,49,98,69,64,69,57,Pass
S3356,Female,69.2670822,18,47,70,46,81,98,77,Pass
S3357,Male,96.84534167,25,35,30,54,38,60,60,Pass
S3358,Female,90.19474088,31,54,51,54,79,74,57,Pass
S3359,Male,56.67062488,24,67,64,97,96,86,73,Pass
S3360,Female,74.58320342,16,34,99,53,90,94,71,Pass
S3361,Male,72.47422131,26,33,90,34,59,90,74,Pass
S3362,Male,93.41692832,13,84,76,67,63,83,79,Pass
S3363,Male,59.27890455,28,78,92,99,75,75,71,Pass
S3364,Female,57.88259883,11,39,70,49,55,69,49,Fail
S3365,Female,63.27411903,11,81,62,96,80,70,65,Pass
S3366,Female,53.04019302,11,55,82,71,37,62,59,Pass
S3367,Male,89.98291104,25,72,91,75,77,96,89,Pass
S3368,Female,90.13118068,31,47,72,36,39,51,57,Pass
S3369,Male,71.05315761,22,37,56,55,93,87,80,Pass
S3370,Female,88.99292362,16,34,71,39,89,73,59,Pass
S3371,Female,89.4215156,29,84,42,54,88,57,68,Pass
S3372,Female,92.48507631,26,87,46,42,94,51,56,Pass
S3373,Female,61.70281162,35,85,97,93,85,68,75,Pass
S3374,Female,90.51452669,35,56,46,81,65,50,60,Pass
S3375,Male,88.5790765,37,69,78,77,37,59,61,Pass
S3376,Male,58.9635346,13,38,61,74,99,52,47,Fail
S3377,Male,59.66013909,36,45,78,78,41,76,66,Pass
S3378,Female,86.13730401,33,82,95,66,95,93,81,Pass
S3379,Female,58.0723141,31,95,88,52,37,78,58,Pass
S3380,Male,71.05312099,11,37,58,42,37,57,48,Fail
S3381,Female,86.39661206,31,69,95,31,70,51,66,Pass
S3382,Male,73.18173212,18,79,71,81,88,78,79,Pass
S3383,Male,85.82639158,19,44,93,49,64,68,66,Pass
S3384,Female,72.96780048,31,80,48,77,39,98,75,Pass
S3385,Male,62.40847815,27,49,51,78,36,90,74,Pass
S3386,Female,55.75152827,31,89,73,61,59,51,65,Pass
S3387,Male,57.26675588,23,56,60,71,63,69,57,Pass
S3388,Female,69.82253821,30,65,47,56,74,51,52,Pass
S3389,Male,99.73763938,18,56,60,50,44,81,66,Pass
S3390,Female,68.94047986,21,52,63,91,31,99,71,Pass
S3391,Female,60.92048421,35,91,80,70,39,58,59,Pass
S3392,Female,69.23823758,33,56,95,90,43,93,71,Pass
S3393,Female,81.5731703,16,54,35,73,81,70,66,Pass
S3394,Male,84.63772959,31,49,63,65,42,99,79,Pass
S3395,Male,80.2434373,10,75,62,97,69,56,64,Pass
S3396,Female,54.21491883,30,96,43,90,67,72,56,Pass
S3397,Male,56.72662998,25,94,77,67,70,73,62,Pass
S3398,Male,56.8763848,24,76,58,77,70,87,65,Pass
S3399,Male,86.27158476,24,47,32,93,83,63,57,Pass
S3400,Female,80.64087725,15,59,55,94,77,63,71,Pass
S3401,Female,75.06627387,15,63,82,64,72,53,66,Pass
S3402,Female,96.52382265,24,37,82,30,32,89,68,Pass
S3403,Male,59.17579925,15,81,45,91,64,64,52,Pass
S3404,Female,50.89881814,35,69,77,43,63,62,68,Pass
S3405,Female,74.4607348,37,80,93,68,56,71,71,Pass
S3406,Female,67.67646226,25,48,96,75,81,60,58,Pass
S3407,Male,72.83155608,15,59,89,59,99,51,57,Pass
S3408,Male,62.70840337,19,79,63,94,46,95,82,Pass
S3409,Female,61.57227735,12,97,40,82,58,73,71,Pass
S3410,Male,85.10914802,34,59,67,88,36,79,71,Pass
S3411,Male,53.23399295,10,87,43,93,73,62,68,Pass
S3412,Male,57.37387625,36,64,92,31,80,79,72,Pass
S3413,Female,75.11673256,29,57,81,59,94,54,60,Pass
S3414,Female,90.57616673,11,64,64,62,45,93,76,Pass
S3415,Male,63.59444041,31,61,82,99,56,62,61,Pass
S3416,Female,96.26656127,20,99,63,55,99,78,78,Pass
S3417,Female,62.33657401,12,60,33,85,34,70,63,Pass
S3418,Male,90.0361813,17,92,90,40,93,93,90,Pass
S3419,Female,60.50645111,36,74,77,46,31,73,62,Pass
S3420,Male,62.6173317,30,67,68,32,66,86,66,Pass
S3421,Male,98.51762061,13,71,99,98,51,80,68,Pass
S3422,Female,55.92931642,30,89,99,63,72,71,62,Pass
S3423,Male,71.97248711,10,58,54,82,61,69,66,Pass
S3424,Female,76.85980199,29,98,46,52,77,53,52,Pass
S3425,Female,94.31835832,32,73,79,86,46,70,66,Pass
S3426,Male,95.71150563,15,83,59,53,31,78,58,Pass
S3427,Female,77.1660952,33,90,42,71,61,88,83,Pass
S3428,Female,82.9502261,32,43,80,32,41,69,58,Pass
S3429,Male,85.381443,32,58,47,93,74,59,58,Pass
S3430,Female,78.28173917,13,66,78,62,30,98,76,Pass
S3431,Male,59.65287648,31,57,64,82,65,95,77,Pass
S3432,Male,70.41178467,13,83,44,87,99,57,59,Pass
S3433,Male,77.41122588,19,60,38,52,67,88,70,Pass
S3434,Female,87.60766458,37,53,35,39,71,97,68,Pass
S3435,Male,50.91116753,28,72,93,76,63,73,63,Pass
S3436,Female,70.80133452,15,97,36,43,81,73,60,Pass
S3437,Female,97.61267869,27,67,61,38,56,69,69,Pass
S3438,Female,57.477056,21,52,54,76,37,81,70,Pass
S3439,Female,78.17131185,30,98,42,34,76,96,85,Pass
S3440,Female,58.7388155,15,61,55,82,92,62,59,Pass
S3441,Female,64.27450837,33,35,51,45,52,52,41,Fail
S3442,Female,63.35084699,10,84,77,32,32,75,70,Pass
S3443,Male,93.6222894,26,50,33,40,52,85,70,Pass
S3444,Male,72.5996673,13,59,47,91,63,69,64,Pass
S3445,Male,87.25599416,20,61,94,33,99,79,65,Pass
S3446,Male,58.58069202,37,74,39,33,62,63,61,Pass
S3447,Male,63.35071096,23,84,89,63,66,55,66,Pass
S3448,Male,83.81473679,27,36,66,70,98,62,64,Pass
S3449,Female,71.32830941,19,79,46,63,95,88,76,Pass
S3450,Male,89.79410828,26,61,39,78,38,57,60,Pass
S3451,Male,97.20950241,37,72,38,77,89,67,64,Pass
S3452,Female,93.27616321,24,79,90,33,35,75,68,Pass
S3453,Female,71.37465715,28,95,49,55,75,62,57,Pass
S3454,Male,74.38079335,22,32,75,70,89,80,68,Pass
S3455,Female,94.28171676,25,81,63,74,34,50,63,Pass
